Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,Paper Rex,harbor,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,Paper Rex,brimstone,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,DRX,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,DRX,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,DRX,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,DRX,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,DRX,brimstone,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,T1,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,T1,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,T1,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,T1,yoru,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,T1,harbor,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,DRX,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,DRX,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,DRX,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,DRX,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,DRX,yoru,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Global Esports,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Global Esports,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Global Esports,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Global Esports,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Global Esports,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Talon Esports,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Talon Esports,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Talon Esports,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Talon Esports,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,Talon Esports,yoru,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,Gen.G,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,Gen.G,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,Gen.G,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,Gen.G,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,Gen.G,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,T1,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,T1,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,T1,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,T1,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,T1,skye,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DRX,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DRX,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DRX,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DRX,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DRX,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DetonatioN FocusMe,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DetonatioN FocusMe,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DetonatioN FocusMe,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DetonatioN FocusMe,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,DetonatioN FocusMe,skye,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,ZETA DIVISION,viper,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,ZETA DIVISION,omen,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,ZETA DIVISION,sova,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,ZETA DIVISION,chamber,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,ZETA DIVISION,phoenix,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,BLEED,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,BLEED,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,BLEED,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,BLEED,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,BLEED,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,Team Secret,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,Team Secret,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,Team Secret,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,Team Secret,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,Team Secret,breach,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,ZETA DIVISION,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,ZETA DIVISION,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,ZETA DIVISION,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,ZETA DIVISION,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,ZETA DIVISION,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,T1,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,T1,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,T1,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,T1,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,T1,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,BLEED,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,BLEED,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,BLEED,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,BLEED,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,BLEED,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,Rex Regum Qeon,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,Rex Regum Qeon,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,Rex Regum Qeon,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,Rex Regum Qeon,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,Rex Regum Qeon,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Gen.G,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Gen.G,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Gen.G,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Gen.G,skye,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Gen.G,brimstone,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,DRX,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,DRX,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,DRX,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,DRX,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,DRX,brimstone,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,T1,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,T1,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,T1,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,T1,skye,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,T1,harbor,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Talon Esports,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Talon Esports,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Talon Esports,gekko,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Talon Esports,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,Talon Esports,harbor,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DetonatioN FocusMe,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DetonatioN FocusMe,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DetonatioN FocusMe,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DetonatioN FocusMe,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DetonatioN FocusMe,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,Gen.G,omen,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,Gen.G,killjoy,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,Gen.G,jett,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,Gen.G,kayo,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,Gen.G,sova,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DRX,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DRX,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DRX,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DRX,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DRX,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,BLEED,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,BLEED,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,BLEED,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,BLEED,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,BLEED,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,ZETA DIVISION,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,ZETA DIVISION,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,ZETA DIVISION,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,ZETA DIVISION,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,ZETA DIVISION,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DetonatioN FocusMe,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DetonatioN FocusMe,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DetonatioN FocusMe,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DetonatioN FocusMe,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DetonatioN FocusMe,skye,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,Gen.G,viper,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,Gen.G,omen,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,Gen.G,raze,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,Gen.G,jett,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,Gen.G,skye,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DRX,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DRX,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DRX,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DRX,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,DRX,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,BLEED,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,BLEED,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,BLEED,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,BLEED,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,BLEED,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,ZETA DIVISION,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,ZETA DIVISION,breach,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,ZETA DIVISION,chamber,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,ZETA DIVISION,yoru,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,ZETA DIVISION,astra,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,DetonatioN FocusMe,viper,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,DetonatioN FocusMe,omen,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,DetonatioN FocusMe,raze,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,DetonatioN FocusMe,killjoy,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,DetonatioN FocusMe,fade,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Team Secret,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Team Secret,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Team Secret,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Team Secret,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Team Secret,fade,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Global Esports,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Global Esports,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Global Esports,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Global Esports,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Global Esports,fade,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,BLEED,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,BLEED,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,BLEED,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,BLEED,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,BLEED,fade,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Rex Regum Qeon,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Rex Regum Qeon,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Rex Regum Qeon,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Rex Regum Qeon,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Rex Regum Qeon,fade,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,T1,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,T1,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,T1,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,T1,fade,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,T1,chamber,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Talon Esports,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Talon Esports,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Talon Esports,gekko,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Talon Esports,chamber,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,Talon Esports,neon,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Team Secret,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Team Secret,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Team Secret,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Team Secret,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Team Secret,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Global Esports,viper,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Global Esports,killjoy,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Global Esports,jett,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Global Esports,gekko,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Global Esports,sage,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Paper Rex,viper,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Paper Rex,killjoy,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Paper Rex,jett,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Paper Rex,kayo,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Paper Rex,sage,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Rex Regum Qeon,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Rex Regum Qeon,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Rex Regum Qeon,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Rex Regum Qeon,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,Rex Regum Qeon,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,DetonatioN FocusMe,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,DetonatioN FocusMe,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,DetonatioN FocusMe,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,DetonatioN FocusMe,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,DetonatioN FocusMe,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Team Secret,omen,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Team Secret,raze,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Team Secret,sova,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Team Secret,cypher,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Team Secret,breach,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Global Esports,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Global Esports,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Global Esports,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Global Esports,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Global Esports,sage,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,viper,0,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,omen,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,raze,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,kayo,0,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,gekko,1,1,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,sage,1,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,Paper Rex,breach,1,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,DetonatioN FocusMe,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,DetonatioN FocusMe,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,DetonatioN FocusMe,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,DetonatioN FocusMe,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,DetonatioN FocusMe,yoru,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,Team Secret,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,Team Secret,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,Team Secret,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,Team Secret,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,Team Secret,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,BLEED,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,BLEED,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,BLEED,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,BLEED,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,BLEED,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,Global Esports,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,Global Esports,sova,1,0,1
